"CODVIAJE"	"EDAD"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"GENERO"	"TIEMPO_PROFESION"	"HORASTRABAJO"	"NIVELEDUCATIVO"	"INFOTRAFICO"	"CinturonDeSeguridad"	"FrenoRapidoBrusco"	"UsaDireccionales"	"AceleraFrenaBruscamenteSemaforo"	"CulebreaConFrecuencia"	"OmiteLimiteVelocidad"	"IgnoraSenhalPare"	"UsoCelular"	"ActitudAgresiva"	"ViolacNormas"	"IdViaje"	"NivelEducativo"	"DispMobiles"	"SatisfDispMob"	"ComunicVerbal"	"Ansiedad"	"ComunicAfectiva"	"PresPersonal"	"AmbTrabajo"	"StressAlCond"	"HabProsoc"	"AmbLaboral"	"Stress"	"HabProsociales"	"DISTAlt1"	"TIEMPOAlt1"	"VELAlt1"	"DISTAlt2"	"TIEMPOAlt2"	"VELAlt2"	"DISTAlt3"	"TIEMPOAlt3"	"VELAlt3"	"DISTEC"	"TIEMPOEC"	"VELPROMEC"	"VELTOTALEC"	"COSTO"	"CHOICE"
"154"	164	3	"1"	"1"	"1"	"1"	"1"	"1"	1	20	12	2	1	5	1	5	1	1	1	1	1	0.102	0.141	97	2	1	4	10	3	1	1	3	3	1	0.159	0.376	0.174	3.8	13	17.5384615384615	5.6	13	25.8461538461538	5.4	15	21.6	8.49798763347679	15.5828333338102	23.4618103304687	32.7205744350945	9800	4
"155"	165	3	"1"	"1"	"1"	"1"	"1"	"2"	1	15	9	1	2	5	1	5	1	1	1	1	1	0.102	0.141	200	1	1	0	10	2	2	2	1	1	1	0.125	0.163	0.331	5.6	16	21	5.2	18	17.3333333333333	6.5	20	19.5	4.56945294731574	16.1549333333969	25.3026748196437	16.9711116214984	9000	2
"156"	166	3	"1"	"6"	"1"	"1"	"1"	"2"	1	10	12	4	1	5	1	5	1	3	1	1	1	0.139	0.135	317	4	1	0	3	1	1	1	1	1	1	0.07	0.147	0.263	6.9	17	24.3529411764706	6.8	17	24	6.8	18	22.6666666666667	7.11844985127695	18.8272833347321	35.2033507883151	22.6855347892227	12800	3
"157"	167	3	"1"	"6"	"1"	"1"	"2"	"1"	1	10	12	1	2	1	5	3	5	5	1	1	1	0.958	0.114	103	1	1	0	5	4	3	3	2	4	2	0.201	0.46	0.315	10.9	33	19.8181818181818	11.5	32	21.5625	11	36	18.3333333333333	9.56291023682288	34.8162333329519	21.7758288248405	16.4800887196009	16500	3
"158"	168	3	"1"	"2"	"2"	"1"	"1"	"2"	1	4	12	1	1	5	3	3	5	3	1	1	1	0.625	0.136	334	1	1	0	5	3	3	2	2	3	3	0.164	0.36	0.353	6.6	17	23.2941176470588	6.2	18	20.6666666666667	8.2	21	23.4285714285714	5.76471081136373	16.1790666659673	27.2872072832597	21.3784055547153	15400	4
"159"	169	2	"2"	"2"	"1"	"1"	"2"	"1"	1	4	6	1	1	5	1	5	1	1	1	1	1	0.102	0.141	121	1	1	0	9	2	1	2	2	1	1	0.186	0.166	0.227	4.2	14	18	4	15	16	4.8	21	13.7142857142857	3.70190928827676	12.9816666682561	24.9931270843679	17.1098644706183	8000	2
"160"	170	3	"2"	"1"	"1"	"1"	"2"	"1"	1	20	9	1	1	5	1	5	1	1	3	1	1	0.077	0.271	128	1	1	0	7	3	2	2	4	2	1	0.273	0.246	0.269	5.7	17	20.1176470588235	5.7	20	17.1	6.1	22	16.6363636363636	4.07697656860609	16.886333334446	22.3611127824963	14.4861876922312	8500	2
"161"	171	3	"1"	"1"	"1"	"1"	"2"	"1"	1	20	12	1	1	5	1	5	1	1	1	1	1	0.102	0.141	233	1	5	4	10	1	1	1	1	1	2	0.086	0.169	0.252	11	19	34.7368421052632	11.9	22	32.4545454545455	10.9	24	27.25	9.22150184260891	16.4587166666985	46.0347706542798	33.6168439958644	14200	1
"162"	172	3	"1"	"2"	"1"	"1"	"2"	"2"	1	33	14	4	1	5	3	5	1	3	1	1	1	0.465	0.056	260	4	1	0	1	4	8	3	1	1	1	0.124	0.107	0.873	5	19	15.7894736842105	6.1	21	17.4285714285714	6.4	22	17.4545454545455	4.12724916373471	21.3054500023524	19.5449261230796	11.6230800005041	10000	1
"163"	173	3	"2"	"3"	"1"	"2"	"2"	"1"	1	12	15	1	1	5	1	5	1	3	1	1	1	0.139	0.135	243	1	1	0	7	1	1	1	1	1	1	0.074	0.153	0.259	7.4	21	21.1428571428571	8.4	24	21	7.9	26	18.2307692307692	6.73501144267623	20.4967166662216	25.3985308886628	19.7153862806977	12400	1
"164"	174	3	"1"	"1"	"1"	"1"	"1"	"1"	1	15	12	0	1	5	1	5	1	1	1	1	1	0.102	0.141	140	0	1	0	4	1	1	1	1	1	1	0.071	0.149	0.262	7.4	18	24.6666666666667	6.4	19	20.2105263157895	5.8	20	17.4	5.36682062574749	17.7477166652679	25.6312741428614	18.1436994751566	10500	4
"165"	175	2	"1"	"1"	"1"	"1"	"1"	"1"	1	-1	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	146	0	4	1	5	1	1	1	1	1	1	0.072	0.15	0.261	5.7	15	22.8	5.2	16	19.5	4.3	19	13.5789473684211	4.10715184084871	16.8716666658719	133.677692458611	14.6060916998438	8500	4
"166"	176	3	"1"	"6"	"1"	"2"	"2"	"2"	1	30	14	0	1	5	1	5	1	5	1	1	1	0.175	0.129	256	0	1	0	3	1	3	3	3	1	1	0.285	0.079	0.401	7.1	24	17.75	6.2	29	12.8275862068966	7.1	32	13.3125	5.65713060662664	33.6253333330154	21.1133384998459	10.0944080772674	12500	4
"167"	177	2	"1"	"6"	"1"	"1"	"2"	"1"	1	4	15	0	1	1	1	5	1	3	1	1	1	0.108	0.198	174	0	1	0	6	3	1	1	1	3	1	0.046	0.39	0.2	5.7	11	31.0909090909091	5.6	13	25.8461538461538	6.3	16	23.625	5.727772685286	24.1589000026385	22.4371498736014	14.2252487108116	11600	4
"168"	178	3	"1"	"4"	"2"	"1"	"2"	"1"	1	18	14	1	1	5	3	3	5	5	5	3	1	0.562	0.635	30	1	1	1	7	3	4	5	7	5	4	0.604	0.462	0.297	4.3	15	17.2	5.2	16	19.5	6.4	18	21.3333333333333	2.60029197865595	13.3929000020027	17.8557799090398	11.6492707849702	7400	1
"169"	179	3	"1"	"6"	"1"	"1"	"2"	"1"	1	32	14	1	1	1	1	5	1	5	1	1	1	0.144	0.192	115	1	1	0	6	1	1	2	1	1	1	0.133	0.143	0.247	8.4	25	20.16	9.4	32	17.625	8.1	33	14.7272727272727	7.46425890192473	31.9118333339691	21.8632026550246	14.0341524546243	13800	2
"170"	180	4	"1"	"4"	"1"	"1"	"1"	"2"	1	5	12	4	1	5	1	5	1	3	1	1	1	0.139	0.135	282	4	5	1	6	1	3	3	3	1	1	0.288	0.084	0.398	5.2	15	20.8	5.9	16	22.125	5.3	15	21.2	4.63080525204337	16.5272833307584	28.1968216249111	16.8114934295044	9800	1
"171"	181	2	"1"	"1"	"1"	"1"	"1"	"2"	1	17	12	1	1	5	3	1	1	3	1	1	1	0.443	0.157	216	1	3	2	1	4	3	2	1	5	1	0.064	0.552	0.325	6.2	17	21.8823529411765	7.2	19	22.7368421052632	7.1	19	22.4210526315789	5.80596658606115	16.2860500017802	29.7583755024986	21.3899622760332	12800	1
"172"	182	4	"1"	"1"	"1"	"1"	"1"	"1"	1	20	17	1	1	1	1	5	1	1	1	1	1	0.071	0.204	309	1	1	4	10	4	2	3	3	5	1	0.249	0.552	0.188	7	16	26.25	6.5	17	22.9411764705882	6.6	20	19.8	6.53960649587997	22.1755499998728	31.2471641162628	17.6940995716024	14000	4
"173"	183	3	"1"	"1"	"1"	"1"	"1"	"1"	1	-1	12	3	1	5	1	5	1	1	1	1	1	0.102	0.141	162	3	1	0	6	1	1	1	3	1	1	0.183	0.131	0.237	6.3	25	15.12	5.8	28	12.4285714285714	5.7	28	12.2142857142857	6.3981833403785	22.5513333320618	33.4280751101118	17.0229846178063	12300	1
"174"	184	1	"1"	"4"	"1"	"1"	"1"	"1"	1	0	12	2	0	5	1	5	1	3	3	1	1	0.113	0.265	11	2	2	2	3	2	1	1	2	1	1	0.121	0.166	0.245	4	19	12.6315789473684	5.4	19	17.0526315789474	4.8	24	12	4.59410471068975	19.1248333334923	19.7857807971889	14.4130031271258	9400	1
"175"	185	3	"1"	"2"	"1"	"1"	"1"	"1"	1	2	10	1	1	5	3	3	1	3	1	1	1	0.454	0.106	101	1	6	1	10	3	1	2	2	3	1	0.164	0.377	0.172	5.8	16	21.75	5.4	18	18	6	20	18	5.8934678265633	17.8085666656494	27.8920951017408	19.8560656920169	12200	4
"176"	186	3	"2"	"5"	"2"	"1"	"2"	"1"	1	18	12	1	1	1	1	3	1	3	3	1	1	0.071	0.378	7	1	4	3	2	2	4	3	7	1	2	0.502	0.06	0.438	6.9	19	21.7894736842105	6	20	18	5.3	22	14.4545454545455	4.80135417056955	19.633266667525	23.1954658298044	14.6731185957293	12500	4
"177"	187	3	"1"	"4"	"2"	"1"	"1"	"1"	1	15	11	1	2	1	3	3	5	3	3	3	1	0.52	0.574	62	1	1	7	4	5	6	9	10	3	4	1	0.238	0.434	9.4	20	28.2	9.7	21	27.7142857142857	8.2	22	22.3636363636364	9.45729067027372	23.7859500010808	30.0392138750831	23.855992305989	15500	1
"178"	188	3	"1"	"1"	"2"	"1"	"1"	"1"	1	15	13	1	2	5	3	5	1	3	1	1	1	0.465	0.056	230	1	1	3	9	2	1	2	2	3	1	0.167	0.347	0.18	5.8	15	23.2	5.4	18	18	6	19	18.9473684210526	5.24397028246497	17.1452666680018	28.7426759802869	18.3513166076972	10200	2
"179"	189	1	"1"	"1"	"1"	"1"	"1"	"1"	1	5	8	1	1	5	1	5	1	1	1	1	1	0.102	0.141	142	1	1	0	10	1	1	3	3	1	1	0.306	0.12	0.208	5.8	16	21.75	7.4	17	26.1176470588235	6.7	19	21.1578947368421	4.61750955657129	13.1595666646957	26.8283561261561	21.0531684251841	9800	4
"180"	190	3	"1"	"3"	"2"	"1"	"2"	"1"	1	24	12	1	1	5	3	5	5	3	3	1	1	0.611	0.215	32	1	0	0	8	4	3	4	4	3	1	0.373	0.334	0.305	5.7	14	24.4285714285714	5.9	16	22.125	6.8	14	29.1428571428571	6.18920565045936	16.8668333331744	35.5448023025298	22.016719540186	10500	1
"181"	191	3	"2"	"2"	"2"	"1"	"2"	"2"	1	30	15	1	1	1	3	5	5	3	1	1	1	0.606	0.148	134	1	1	0	10	3	2	3	1	3	1	0.161	0.364	0.264	4.8	22	13.0909090909091	5	22	13.6363636363636	5.1	23	13.304347826087	4.76028282418445	31.7712166666985	20.3894995712882	8.98980270247066	10200	4
"182"	192	3	"1"	"6"	"1"	"1"	"1"	"1"	1	22	13	1	1	1	1	5	1	3	1	1	3	0.119	0.2	355	1	1	0	6	1	3	1	1	1	5	0.096	0.165	0.427	6.3	15	25.2	0	0	0	0	0	0	5.80651329126991	26.4419000029564	36.87786089268	13.1757096667502	12000	4
"183"	193	3	"1"	"3"	"1"	"1"	"1"	"2"	1	12	14	2	0	5	1	5	5	3	1	1	1	0.31	0.165	49	2	1	0	4	4	1	2	4	1	1	0.283	0.195	0.195	5.9	14	25.2857142857143	4.8	16	18	7.1	18	23.6666666666667	4.80826888443178	15.9587166666985	25.5275227626979	18.07765242602	9600	2
"184"	194	2	"1"	"4"	"1"	"1"	"1"	"2"	1	8	12	4	1	5	1	5	1	3	1	1	1	0.139	0.135	316	4	1	0	3	1	1	1	1	1	1	0.07	0.147	0.263	5.9	14	25.2857142857143	5.8	14	24.8571428571429	5.5	13	25.3846153846154	4.66913890251942	12.368833331267	25.5604669071534	22.6495358655194	9300	4
"185"	195	2	"2"	"2"	"1"	"2"	"2"	"2"	1	6	12	1	1	5	1	3	1	3	1	1	1	0.127	0.186	126	1	1	0	10	2	2	3	1	3	1	0.166	0.335	0.271	6.7	14	28.7142857142857	5	19	15.7894736842105	0	0	0	5.00140286421423	22.4842666665713	20.2727060472927	13.3464069032328	10600	4
"186"	196	3	"1"	"2"	"1"	"1"	"1"	"2"	1	2	14	3	1	5	1	5	1	1	1	1	1	0.102	0.141	208	3	1	0	10	2	1	2	2	1	1	0.187	0.168	0.226	5.6	15	22.4	6.7	14	28.7142857142857	6.2	16	23.25	4.42455194303919	21.7278333346049	20.3929033456172	12.2181127079774	10500	4
"187"	197	3	"2"	"2"	"1"	"1"	"2"	"1"	1	18	13	3	1	5	1	5	1	1	1	1	5	0.124	0.146	300	3	1	4	10	3	2	2	3	1	1	0.23	0.171	0.301	6	17	21.1764705882353	5.1	19	16.1052631578947	5.4	21	15.4285714285714	3.83578199020174	19.3004999995232	32.607504244274	11.924401928333	10500	3
"188"	198	1	"1"	"1"	"1"	"1"	"1"	"1"	1	8	12	1	2	5	3	5	5	3	1	1	1	0.637	0.085	163	1	1	0	6	1	1	3	3	1	1	0.302	0.114	0.212	3.6	11	19.6363636363636	4	12	20	4.6	13	21.2307692307692	3.69848809924649	12.3528833349546	26.6252742221545	17.9641691690603	8300	1
"189"	199	2	"1"	"1"	"1"	"1"	"2"	"2"	1	8	16	1	1	5	1	5	1	3	3	1	1	0.113	0.265	241	1	4	2	7	1	1	4	4	1	1	0.418	0.096	0.186	3.8	12	19	4	15	16	5	16	18.75	3.36504727107181	11.9347166697184	38.2469324107901	16.9172710045635	6900	1
"190"	200	2	"1"	"2"	"1"	"1"	"2"	"1"	1	15	12	1	1	1	3	3	5	3	1	1	1	0.595	0.199	53	1	6	3	4	2	2	2	2	2	1	0.165	0.234	0.301	6.5	17	22.9411764705882	6.1	18	20.3333333333333	6.3	22	17.1818181818182	6.42238236534916	16.1440000017484	31.3422043920513	23.8691118607047	12300	1
"191"	201	2	"1"	"2"	"2"	"1"	"2"	"2"	1	10	13	1	2	5	3	3	5	3	1	1	1	0.625	0.136	238	1	1	4	7	2	2	2	2	4	2	0.159	0.43	0.246	7.2	23	18.7826086956522	8.4	32	15.75	9	33	16.3636363636364	6.67491892426702	19.2669499993324	29.2574359638764	20.786639061704	13000	1
"192"	202	2	"2"	"4"	"2"	"1"	"2"	"1"	1	15	-1	1	1	1	5	3	5	5	3	3	5	0.906	0.494	31	1	0	0	6	4	8	9	9	7	5	0.909	0.564	0.538	4.5	17	15.8823529411765	6	20	18	5.7	19	18	4.50470298744854	18.6548333366712	20.0977872916443	14.4885871864424	8000	1
"193"	203	3	"1"	"3"	"1"	"1"	"2"	"1"	1	22	11	1	1	1	3	1	5	3	3	3	1	0.509	0.625	327	1	3	1	10	2	1	3	1	4	1	0.164	0.44	0.154	7.1	21	20.2857142857143	6.9	28	14.7857142857143	6.4	30	12.8	6.09304543237046	34.8774500012398	23.7585745928557	10.4819224435626	12500	4
"194"	204	3	"1"	"2"	"1"	"1"	"1"	"2"	1	6	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	315	1	1	0	5	1	1	1	1	1	1	0.072	0.15	0.261	3.6	14	15.4285714285714	3.7	14	15.8571428571429	4.1	14	17.5714285714286	3.6732394649253	18.6679499983788	20.4945532557211	11.806029473759	8500	4
"195"	205	4	"1"	"5"	"2"	"2"	"2"	"1"	1	17	12	3	0	5	1	5	1	1	1	1	1	0.102	0.141	108	3	1	0	9	3	1	2	2	3	1	0.163	0.376	0.173	5	21	14.2857142857143	5.2	23	13.5652173913043	6.1	26	14.0769230769231	6.00974863439719	38.7713333328565	21.3705435130602	9.30029707691936	13000	4
"196"	206	2	"2"	"3"	"1"	"1"	"2"	"1"	1	3	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	359	1	1	6	10	1	1	3	5	1	1	0.416	0.1	0.185	6.4	17	22.5882352941176	5.7	19	18	5.8	22	15.8181818181818	5.28911234443097	19.1113833347956	42.982633670359	16.6051161816252	10500	2
"197"	207	4	"1"	"2"	"1"	"1"	"2"	"2"	1	20	12	1	1	1	1	1	1	1	1	1	1	0.049	0.305	323	1	1	0	9	2	2	3	3	5	2	0.266	0.504	0.197	3.3	11	18	4.5	15	18	4.4	14	18.8571428571429	3.99237313908985	19.442733335495	17.7377637393791	12.3204070236399	9000	4
"198"	208	3	"1"	"6"	"2"	"1"	"1"	"2"	1	1	15	4	1	5	3	5	5	3	1	3	1	0.588	0.331	351	4	1	0	3	1	3	1	1	1	1	0.056	0.117	0.45	5.8	21	16.5714285714286	5.4	22	14.7272727272727	6.8	23	17.7391304347826	6.79742402157602	33.6543333331744	19.1499856177478	12.1186605379145	12500	4
"199"	210	4	"1"	"6"	"3"	"1"	"1"	"1"	1	12	15	1	1	5	1	5	1	3	1	3	1	0.09	0.38	376	1	1	0	7	4	3	2	2	4	1	0.133	0.461	0.332	4.3	14	18.4285714285714	4.2	17	14.8235294117647	4.4	18	14.6666666666667	4.00718270429793	21.2267833312353	25.4610966931062	11.3267732800608	10300	4
"200"	211	3	"1"	"1"	"1"	"1"	"1"	"1"	1	25	14	1	1	5	1	3	1	1	1	1	1	0.091	0.192	184	1	1	0	9	1	1	2	2	2	2	0.19	0.239	0.205	2.4	6	24	0	0	0	0	0	0	2.16895666048879	6.55371666749318	24.6317965235705	19.8570378049476	6200	1
"201"	212	2	"1"	"1"	"1"	"1"	"2"	"1"	1	5	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	262	1	0	0	7	1	1	3	2	1	1	0.248	0.126	0.222	3.6	10	21.6	3.8	11	20.7272727272727	4.5	13	20.7692307692308	3.19499242386506	7.93195000092189	35.1520249637356	24.1680224168865	7600	4
"202"	213	3	"1"	"3"	"1"	"1"	"1"	"2"	1	35	14	0	1	5	1	5	1	3	1	1	1	0.139	0.135	372	0	5	1	4	1	3	1	1	1	1	0.056	0.118	0.449	4.9	18	16.3333333333333	5.9	20	17.7	6.1	21	17.4285714285714	4.97931249089494	22.1961666663488	22.0612551124169	13.4599254882439	10300	1
"203"	214	3	"1"	"1"	"1"	"1"	"2"	"1"	1	5	12	1	1	5	1	5	1	1	1	1	1	0.102	0.141	151	1	1	0	10	3	1	2	2	2	1	0.173	0.287	0.196	5.1	12	25.5	5	13	23.0769230769231	5	12	25	3.37446259714762	8.39699999888738	33.4133173645778	24.1119156669864	7700	3
"204"	215	2	"1"	"3"	"1"	"1"	"1"	"1"	1	20	14	4	1	5	3	5	5	5	1	1	1	0.673	0.079	171	4	1	0	3	3	3	1	1	3	1	0.028	0.355	0.39	9	18	30	9.1	20	27.3	9.2	20	27.6	9.12147634141476	23.7089499990145	29.40035858961	23.0836279340769	15400	4
"205"	216	3	"1"	"1"	"1"	"1"	"1"	"1"	1	1	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	383	0	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	6.7	13	30.9230769230769	6	16	22.5	6.6	17	23.2941176470588	7.2458261014139	15.1032666643461	31.1191030907506	28.7851347491028	10000	4
"206"	217	2	"1"	"4"	"1"	"1"	"1"	"2"	1	18	15	0	1	5	1	5	1	3	1	1	1	0.139	0.135	353	0	3	1	10	1	1	1	1	1	1	0.076	0.158	0.257	6.9	15	27.6	7	19	22.1052631578947	7.1	19	22.4210526315789	6.64791897101758	16.3150000015895	29.514449766749	24.4483688766286	12300	4
"207"	218	3	"1"	"3"	"1"	"1"	"1"	"1"	1	5	10	0	2	5	5	3	5	5	3	3	5	0.937	0.431	24	0	0	0	2	6	8	9	10	8	7	0.962	0.717	0.483	6.6	20	19.8	7.9	19	24.9473684210526	7.4	22	20.1818181818182	5.03966567506179	18.5812333345413	35.644874304817	16.273405271845	12500	1
"208"	219	3	"1"	"2"	"1"	"1"	"2"	"1"	1	6	12	1	1	5	3	5	5	3	1	3	1	0.588	0.331	261	1	4	2	7	1	1	3	3	1	1	0.303	0.115	0.211	8	17	28.2352941176471	7.1	19	22.4210526315789	7.2	19	22.7368421052632	7.15134886919758	22.9356166680654	36.580565872076	18.708061717359	13200	2
"209"	220	2	"1"	"3"	"1"	"1"	"1"	"2"	1	-1	-1	0	1	5	1	3	1	5	1	1	3	0.175	0.182	199	0	3	0	1	1	5	1	1	1	5	0.077	0.126	0.618	5.6	16	21	5.2	18	17.3333333333333	6.5	20	19.5	4.64859856691527	15.8179499983788	29.5341227873216	17.6328736684275	10000	2
"210"	221	4	"1"	"1"	"1"	"1"	"1"	"2"	1	12	15	1	1	1	1	1	1	3	1	1	1	0.085	0.299	217	1	4	2	10	3	1	2	3	3	1	0.219	0.367	0.161	4.8	14	20.5714285714286	5	15	20	5.1	15	20.4	5.16868189168454	14.0617833336194	26.8409159426125	22.0541666830852	9200	4
"211"	222	3	"1"	"4"	"1"	"1"	"2"	"2"	1	-1	-1	4	1	1	3	5	1	3	1	1	1	0.435	0.118	331	4	1	0	1	1	10	3	3	3	3	0.233	0.172	1	2.5	10	15	2.8	9	18.6666666666667	2.6	12	13	2.33435576704025	12.0550666650136	17.0860011230313	11.6184630010303	7000	1
"212"	223	3	"1"	"6"	"1"	"1"	"2"	"2"	1	30	15	1	1	5	3	5	5	3	1	1	1	0.637	0.085	48	1	4	1	1	4	3	2	3	1	1	0.21	0.171	0.396	7.1	24	17.75	8.4	30	16.8	8.6	31	16.6451612903226	6.6794156449047	41.5757833321889	15.099297836638	9.63938395320626	16000	4
"213"	224	4	"1"	"4"	"1"	"1"	"1"	"1"	1	4	12	3	1	5	1	5	1	5	1	1	1	0.175	0.129	377	3	4	1	7	1	1	1	1	1	1	0.074	0.153	0.259	6.2	15	24.8	6.7	14	28.7142857142857	5.7	14	24.4285714285714	5.76195302000087	15.9128833333651	28.1907819662726	21.7256152739569	11000	4
"214"	225	2	"2"	"2"	"1"	"1"	"2"	"1"	1	9	10	1	1	1	1	3	1	1	1	1	1	0.06	0.254	129	1	1	4	9	2	1	2	2	3	1	0.167	0.347	0.18	6.6	20	19.8	8	22	21.8181818181818	8.4	24	21	6.88453578225444	20.3467333316803	28.4859843990277	20.3016445048751	13000	4
"215"	226	2	"1"	"3"	"1"	"1"	"1"	"2"	1	3	12	1	2	5	1	5	1	1	1	1	1	0.102	0.141	176	1	3	2	9	3	2	2	2	2	1	0.165	0.27	0.29	6	15	24	5.2	20	15.6	7.2	18	24	4.64474790632234	20.2732166647911	21.5505034390631	13.7464556802837	9800	4
"216"	227	1	"1"	"1"	"1"	"1"	"2"	"1"	1	-1	10	2	1	5	1	5	1	3	1	1	3	0.15	0.137	156	2	1	0	4	3	3	3	3	2	3	0.287	0.25	0.353	5.7	17	20.1176470588235	5.4	18	18	5.7	22	15.5454545454545	5.43340364495583	16.4090666651726	23.3170114378524	19.8673224595569	10300	4
"217"	228	1	"1"	"1"	"1"	"1"	"2"	"1"	1	10	12	0	1	5	1	5	1	1	1	1	1	0.102	0.141	63	0	1	0	7	4	2	1	1	2	2	0.054	0.325	0.304	4.8	15	19.2	9.5	18	31.6666666666667	7.2	18	24	8.74976371847086	22.2066666642825	36.9172483356904	23.6409106798836	14900	2
"218"	229	1	"1"	"1"	"1"	"1"	"1"	"2"	1	14	6	0	2	1	1	3	1	1	1	1	1	0.06	0.254	193	0	5	1	10	1	2	2	1	3	2	0.12	0.326	0.285	4.3	11	23.4545454545455	5.7	14	24.4285714285714	5.5	14	23.5714285714286	4.2199342477059	10.6985500017802	29.3992814011363	23.6663898210714	9500	1
"219"	230	3	"2"	"2"	"1"	"1"	"2"	"2"	1	10	14	1	1	5	1	5	1	5	1	1	1	0.175	0.129	305	1	1	0	7	1	1	1	1	1	1	0.074	0.153	0.259	8.3	23	21.6521739130435	7.8	38	12.3157894736842	0	0	0	7.67473188046829	30.5377166668574	24.6505670962318	15.0791861045676	14200	4
"220"	231	3	"1"	"1"	"1"	"1"	"1"	"1"	1	6	12	4	2	5	1	5	1	3	1	1	1	0.139	0.135	170	4	1	0	3	1	1	1	1	1	1	0.07	0.147	0.263	3.9	9	26	3.6	11	19.6363636363636	4	12	20	4.08511889521957	10.3033833305041	28.1575096010156	23.7889949204853	8800	4
"221"	232	3	"1"	"1"	"1"	"1"	"1"	"2"	1	22	18	1	1	5	1	5	1	1	1	1	1	0.102	0.141	201	1	1	0	10	4	1	2	3	8	1	0.168	0.847	0.037	2.5	6	25	3.3	8	24.75	3.3	8	24.75	2.5283322683014	7.56323333183924	26.6498941067898	20.0575507117395	6500	1
"222"	233	3	"1"	"2"	"1"	"1"	"2"	"1"	1	20	12	2	1	5	1	5	1	1	1	1	1	0.102	0.141	187	2	1	0	10	2	1	2	1	1	1	0.132	0.178	0.237	5.8	16	21.75	5.7	16	21.375	6.4	17	22.5882352941176	5.3670167120749	17.2035666664441	27.769320067186	18.7182698197462	10000	4
"223"	234	3	"1"	"1"	"1"	"1"	"1"	"2"	1	25	12	1	1	5	1	5	1	3	1	1	1	0.139	0.135	274	1	1	0	5	1	1	1	1	1	1	0.072	0.15	0.261	2.4	6	24	0	0	0	0	0	0	2.55816780271752	7.74599999984105	30.8380915392345	19.815397387839	6800	1
"224"	235	3	"1"	"4"	"1"	"1"	"2"	"1"	1	30	15	1	1	5	3	5	1	3	1	1	1	0.465	0.056	369	1	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	6.6	21	18.8571428571429	0	0	0	0	0	0	6.38488127300545	33.0428333322207	23.274183931064	11.5938264896541	11800	4
"225"	236	1	"2"	"2"	"1"	"1"	"2"	"2"	1	3	12	1	1	1	3	3	5	3	1	1	1	0.595	0.199	138	1	1	0	1	1	3	4	1	1	1	0.233	0.088	0.413	6.4	27	14.2222222222222	7.7	25	18.48	7.7	29	15.9310344827586	6.17447176835677	23.6732166647911	18.6282307387785	15.6492593020702	11400	1
"226"	237	3	"2"	"1"	"1"	"1"	"2"	"1"	1	7	15	1	2	5	1	5	1	1	1	1	1	0.102	0.141	296	1	5	1	5	2	2	2	3	2	1	0.221	0.225	0.289	3.4	10	20.4	3.5	12	17.5	3.8	14	16.2857142857143	2.98159884508092	8.72038333415985	24.6626136346279	20.5146865510002	7000	4
"227"	238	3	"2"	"3"	"2"	"1"	"2"	"1"	1	20	13	1	1	5	3	3	5	3	3	3	1	0.551	0.511	277	1	1	0	2	5	5	3	2	4	5	0.208	0.486	0.483	7	22	19.0909090909091	7.2	24	18	7.6	24	19	5.11087051002903	19.6557166655858	23.2410645406836	15.6011727182985	12200	3
"228"	239	1	"1"	"1"	"1"	"1"	"2"	"2"	1	3	15	1	1	5	1	5	1	3	1	1	1	0.139	0.135	110	1	4	1	8	1	1	3	3	1	1	0.304	0.117	0.21	5.9	17	20.8235294117647	5.3	18	17.6666666666667	6.2	19	19.5789473684211	5.08489743239253	21.2827333331108	22.6862273108931	14.3352755103546	10400	2
"229"	240	2	"1"	"2"	"1"	"1"	"2"	"1"	1	14	13	2	1	5	1	5	1	1	1	1	3	0.113	0.143	310	2	1	0	8	2	2	2	2	3	1	0.159	0.33	0.274	9.6	30	19.2	10.5	31	20.3225806451613	10	33	18.1818181818182	8.74849321652554	24.104266667366	29.019028466188	21.7766257001376	16300	1
"230"	242	2	"1"	"2"	"1"	"1"	"2"	"1"	1	5	12	1	1	5	3	3	1	3	1	1	1	0.454	0.106	266	1	1	0	10	1	1	3	3	1	1	0.306	0.12	0.208	5.8	18	19.3333333333333	7.4	19	23.3684210526316	6.7	23	17.4782608695652	5.14716141734835	21.292666665713	23.3452709668671	14.5040398128338	10700	4
"231"	243	3	"1"	"6"	"1"	"1"	"2"	"2"	1	1	12	1	1	5	1	3	1	1	1	1	1	0.091	0.192	85	1	1	4	8	2	2	2	2	2	4	0.197	0.272	0.282	4.9	17	17.2941176470588	4.8	19	15.1578947368421	4.4	26	10.1538461538462	5.10665851379018	44.7381000002225	12.3544688097183	6.84873767160176	10100	4
